index,company,category,training/test,description
1233,株式会社ムーヴ,event,training,イベントやコンサートで使用するテントやステージおよび舞台の設営から、物品販売や受付などの運営を手掛ける
1234,ＴＡＧＳグループホールディングス株式会社,event,training,Webや音楽および映像などのコンテンツ企画や制作ならびに販売を手掛ける。また、PCならびにモバイル向けのサイトやバナーなどのWeb制作
1235,株式会社アディスミューズ,event,training,高速道路のサービスエリアや英会話教室など様々な業種の店舗や、展示会などのイベントにおける空間コンサルティングを行う。「商品の魅力を最大限に伝えられるディスプレイこそ、最高の商業ツールになる」と考え、幅広い知識や研究、製作力を武器に効果的なディスプレイを創造する。ニーズによっては店舗の設計から施工、内装
1236,ＳＴ．Ｃｏｎｎｅｃｔ株式会社,event,training,iPhoneの店頭修理や郵送受付での修理を手掛ける会社である。また、主に携帯電話のキャン
1237,株式会社タカヨシ,event,training,パッケージやカタログ、並びにパンフレットやラベル印刷など印刷業務を行っている。印刷に関わるデザインや企画や営業、プロモーショ
1238,新広島ヤクルト販売株式会社,event,training,乳酸菌飲料「ヤクルト」「ジョア」をはじめとする飲料や、ヨーグルトなどの食品といったヤクルト製品の販売および
1239,株式会社ＳＢＳプロモーション,event,training,メディア広告やイベント企画、企業事業のプランニング並びにPPP業務などを行う。また、「ジュビロ磐田」の公式イベント運営や、静岡県富士山世界遺産センター
1240,株式会社電通北海道,event,training,新聞や雑誌、テレビやラジオなどで使用するCMなど広告物の企画や制作を行うほか、イベント企画や屋外広告の制作なども行っている。また、W
1241,株式会社名古屋テレビ映像,event,training,名古屋テレビ放送の番組制作を中心に、イベント・ステージ制作や、会社案内・製品案内用な
1242,東京ミッドタウンマネジメント株式会社,event,training,三井不動産100％出資の子会社で、同社が所有する「東京ミッドタウン」の運営、管理業務全般を行う。イベントのプロモーションや商業施設の販促企画、
1243,株式会社アックス,event,training,TBSホールディングスの子会社で、主にテレビ番組の美術セットのデザイン及び制作や道具のレンタルを行っている。テレビ番組だ
1244,株式会社ドゥ・クリエーション,event,training,主に、イベントの企画から運営までを行う会社である。イベント進行・運営マニュアルの作成や、イベント会場や必要機材の手配、イベ
1245,株式会社主婦と生活社,event,training,「週刊女性」「JUNON」「CHANTO」などの雑誌の出版を行う。またファッションや料理をはじめ、インテリアや園芸、育児などのジャンルに渡って書
1246,株式会社テー・オー・ダブリュー,event,training,新商品の発売や新サービスのローンチなどのPR戦略、プロモーションの設計などの販売促進活動のキャンペーンや催事を手掛ける。また、行政機関の広報イベント、企業の報道機関等への発表会などの広報も請け負う。さらに、企業が行うイベントやスポーツ大会、行政・団体が行う文化イベントなどの企画や運営
1247,株式会社リウボウインダストリー,event,training,飲食店や衣料品、化粧品および雑貨や文具店などが入居する百貨店の運営を行っている。また各地の物産展や季節のスイーツフェアなどの様
1248,オートコムジャパン株式会社,event,training,中古車のオークションでの購入および海外のバイヤーへの輸出を主力事業とする会社である。また、国内輸送手配・車両検査・整備
1249,株式会社トーガシ,event,training,イベントに関する企画提案、ブース施工・装飾、看板製作や備品のレンタルなど総合的なサービスを提供している
1250,株式会社ラインナップ,event,training,イベント会場から商業施設内の催事などの施工および撤去までを手掛ける。また、店舗什器施工工事や電話回線工事および運送作
1251,株式会社フジアール,event,training,ドラマ・バラエティを中心としたテレビ番組や映画、CMにおける映像・セットデザインなどの美術プロデュースを行っている
1252,株式会社ゲイト,event,training,居酒屋「くろきん」「かざくら」などの運営を手掛ける。主に、地域の漁業により収穫された
1253,株式会社タザワ,event,training,yahoo!ショップでWebサイト「北海道を買える。」を運営し、北海道の特産品のセールスプローモーションを
1254,株式会社ジェイトップ,event,training,名古屋・東海地方を中心にルート配送やスポット配送を行っている。フリーペーパーの配送やメンテナンスから回収や実績調査・報告まで行う
1255,株式会社彩ユニオン,event,training,マネキン人形の製造・販売・リースレンタル業を行っている。店舗室内装飾に使用される演出物・ディスプレイを製造。ま
1256,株式会社法研,event,training,健康、医療、社会保障に関するWebコンテンツの提供を主な事業としている。健康保険組合や企業に向けたデータヘルスに対応して各種の健康管理サービスの提供や、健康相談やカウンセリングなどのサービスも提供している。各専門分野の医師や大学教授を招いた介護事業者向けのセミナーや医療・介護のシンポジウムなどのイベントの開催も行っている。出版事業も展開しており、医学・健
1257,住友不動産ベルサール株式会社,event,training,新宿や飯田橋、六本木や渋谷、品川などのオフィスビルのイベントホールや会議室を有料で貸し出している会社。使用目的は、研修や採用イベント
1258,株式会社ティーネットエンタープライズ,event,training,新聞・雑誌・インターネット広告の企画・デザインを手掛ける広告代理業を行っている。また、コールセンターの受託運営、イベントの企画・運
1259,株式会社ＴＢＳトライメディア,event,training,TBSホールディングスのグループ会社であり、TBS系列のテレビ番組各種の企画・制作やスタッフ派遣及びCMの企画・制作の他、ラジオ番組
1260,株式会社大阪共立,event,training,舞台演出における、照明や音響、映像などの設計・施工を行う会社。舞台やイベント関係の舞台演出に関する設計施行の他、文化ホール等の管
1261,株式会社森谷商会,event,training,建設機械や産業用機械の販売および修理、レンタルを行う。取り扱う商品の例としては、油圧ショベルや発電機、投光器などがある。また、仮
1262,株式会社東舞トータルサービス,event,training,劇場・文化会館・音楽堂・ライブハウス等の舞台や照明、音響などの設備の技術操作、及び運営や保守といったホール管理業務を行っている。また、イベ
1263,株式会社ビザビコミュニケーションズ,event,training,エリアに特化した調査や分析から地域活性化事業の提案まで、あらゆる情報提供をしている。様々な視点から調査を行い、
1264,株式会社ビザビ,event,training,CMやチラシなどの広告作成や、岡山の生活情報誌「タウン情報おかやま」「オセラ」などの出版を手掛けている。また、市場調査や人材紹介サー
1265,株式会社ビザビリレーションズ,event,training,主にWebサイトや広報誌、ビジュアルなどデザインの製作を請け負う。その他、テレビ用のCM製作や就活サミットなどのイベント企画・
1266,琉球エアーコミユーター株式会社,event,training,日本航空のグループ会社で、沖縄本島を中心に奄美大島や南北大東島、久米島や与那国島などを結ぶ路線を運航する。また、高校が設置さ
1267,株式会社タムコ,event,training,コンサートやライブ、舞台でのレコーディングおよびトラックダウン業務を行っている。また、コンサートやイ
1268,株式会社グランマルシェ,event,training,TBSグループの関連会社として、TBSの番組グッズなどを扱うECサイト「TBSishop」の運営を行う。また、TBS及びMBSの公式アニメグッズを扱うECサイト「アニまるっ!
1269,株式会社アップスタッフ,event,training,各種イベントの企画提案・制作物の手配・運営管理を行う。また、アーティスト公式グッズやセールス
1270,株式会社ハイブクリエーション,event,training,ダーツ大会の企画や運営、およびダーツ用品の販売を行う。ダーツ用品は全国の店舗やECサイト
1271,北九州高速鉄道株式会社,event,training,北九州市の小倉北区と小倉南区を結ぶ「北九州モノレール」の運営を行っている。また 「銀河鉄道999号」
1272,株式会社ナーズアンドギークス,event,training,東京と大阪において、メイドカフェ「ミアカフェ」やメイドリフレ「ミアリラ＆フォト」およびガイドサービスを提供する「ミアガイド＆フォト」の運営を手掛ける。また、イベントコンパニオ
1273,株式会社フラッグ,event,training,CMなどの映像制作やWeb制作の企画を行っている会社。ソーシャルメディアと連携したWebプロモーションも手掛ける
1274,株式会社ゴルフダイジェスト社,event,training,「週刊ゴルフダイジェスト」をはじめとする雑誌やレッスンDVDといった映像出版などの出版を行っている会社。また、ゴルフカレンダー及びダイアリーの制
1275,四国放送株式会社,event,training,主に四国地域でテレビとラジオの民間放送を行う。バラエティー番組からニュース番組まで放送している。四国地域の情報を中心とし
1276,株式会社アクトウェスト,event,training,医療法人十全会グループの関連会社である。イベントや研修、セミナーなどの企画や運
1277,草川工業株式会社,event,training,ガス関連の住宅設備機器の提案・施工を行う会社。主に、床暖房や調理機器及び給湯器などの施工を手掛ける。
1278,株式会社ＲＢＣビジョン,event,training,情報番組やバラエティ番組等の各種TV番組やCM、ドラマ等の企画及び製作を行っている。ラジオ番組や劇場映画並びにデジタルコンテンツ等の企画および演出、製
1279,株式会社秋田放送,event,training,秋田県においてテレビ番組やラジオ番組の制作ならびに放送をするラジオ・テレビ兼営局である。テレビは日本テレビの系列局であり、
1280,株式会社サピエント,event,training,展示会や各種プロモーション等のイベントの運営・管理を行う。ショールームや博覧会等の企画・運営・メンテナンス業務や、各
1281,株式会社読広クロスコム,event,training,キャンペーンやプロモーションツールなどの企画・制作から運営及び実施まで行っている。また、イベントや展示会及びコンベンション・セミ
1282,株式会社ＮＥＸＴＥＰ,event,training,情報番組やバラエティ番組、ニュースなど地上波放送からCS放送にいたるまで、多様なジャンルのテレビ番組
1283,株式会社中央競馬ピーアール・センター,event,training,「優駿」「レーシングプログラム」といったJRAおよび競馬関連の雑誌や、本の企画や製作および出版を行う。また競馬場内のイベント企画や広告代理業務に取り組むほ
1284,株式会社ＧＥＴ,event,training,イベントの企画・運営や各種セレモニー、式典等の舞台制作及び演出を行っている。印刷物やWebコンテンツ
1285,株式会社下関大丸,event,training,J.フロントリテイリング株式会社の子会社として、百貨店「下関大丸」の運営を手がける。また、催事フロアにて、物産展な
1286,株式会社新潟放送,event,training,新潟県内にて、テレビ・ラジオ等の一般放送事業を手掛ける。また、放送番組の企画・制作・販売の他、美術や音楽およびスポーツ、映画などの各種催物の企画・製作・販売や興行にも対応する。さらに、出版物の企画・発行・販売を行う。その他、情報処理サービス事業として、連結子会社である株式会社B
1287,株式会社ＭＢＳ企画,event,training,毎日放送やTBS、フジテレビ、地方放送局などのテレビ番組やラジオ番組の企画や制作、運営を行う。また、イベント制作や
1288,株式会社Ｆａｎｐｌｕｓ,event,training,音楽イベントやプロスポーツ、美術館などの電子チケット販売を行う。また、アーティストのファンクラブ運営、グッズのオンライン販売も手掛けている。この
1289,株式会社パワーライン,event,training,スノーボードスクールを開校している。ビデオや写真集制作、ライダーの手配やコーディネイトなども実施。また、スノーボード大会などのイベントの
1290,株式会社川崎フロンターレ,event,training,Jリーグのサッカーチーム「川崎フロンターレ」や、オフィシャルグッズショップ「アズーロ・ネロ」、ファンクラブの運営を行う。また、世代別に
1291,有限会社北海道新聞松岡販売所,event,training,北海道にて「北海道新聞」などの新聞の販売ならびに配達業務を行っている。さらに雑誌販売も手掛けているほか
1292,株式会社日本工業新聞社,event,training,産業経済新聞社の子会社であり、日刊新聞の発行や情報誌の出版などを手掛けている。代表的な発行・出版物には、日刊総合経済紙「フジサンケイビジネスアイ」
1293,株式会社村上音楽事務所,event,training,ブライダル関連において、挙式演出やチャペルの紹介からプランニングの提案、牧師などのスタッフの派遣および式の進行や演出
1294,株式会社誠心,event,training,結婚相手紹介サービスを行っている会社で、主に医者やセレブの男性の結婚相手を紹介している会社である。週末にマッチン
1295,株式会社ロゴスコーポレーション,event,training,船舶用品問屋として個人創業。LOGOSブランドのキャンプ用品販売が主力。主力のLOGOSブランドは海辺5メートルから標高800メートルまで愛用されることをブランドポリシーとし、主なマリンや登山などの専門的な分野に特化せず、一般的なアウトドアの行動範囲を網羅したアウトドア製品として、他者に先駆けて開拓してきた。他
1296,株式会社杏林舎,event,training,医学系の学術雑誌の編集・原稿整理を軸に、オンライン版として閲覧できる電子ジャーナルや電子ツールの提案を行う。また学会事務のサポ
1297,株式会社常盤軒フーズ,event,training,鉄道旅客用食品及び仕出し弁当の製造販売を手掛けている。駅弁や御膳、お吸い物などを取扱う
1298,株式会社５５,event,training,主に「ORIENTAL LOUNGE 沖縄」や「ORIENTAL LOUNGE 名古屋」などのフ
1299,株式会社丸の内よろず,event,training,主に、三菱UFJフィナンシャルグループ各社向けに、ノベルティや記念品などの販売促進品や事務用品及びOA機器などの販売を手掛けている。三
1300,株式会社ネルケプランニング,event,training,テレビアニメのキャスティングや、演劇などの舞台公演の企画主催や、制作業務全般を行っている。これまでの実績として、
1301,株式会社東京法規出版,event,training,健康や保険制度、消費者問題といった分野の書籍出版や、健康グッズなどのPRグッズの企画・製作も行う。また、イベント・セミナー
1302,株式会社ＴＢＳプロネックス,event,training,ラジオ番組の収録やライブ配信等に対応したスタジオの運営を行う。また、ラジオ番組およびコマーシャルの制作や、製作スタッフ
1303,ＰＦＵライフエージェンシー株式会社,event,training,忘年会やパーティーなどのイベントの手配のほか、旅行の企画や運営を行う。また、不用品の回収や産業廃棄物の
1304,ＴＯＨＯマーケティング株式会社,event,training,主に東宝の映画・演劇作品の広告代理・宣伝を行う、東宝グループのマーケティングの中核会社。近年では、動画配信の台頭やWEB環境の変化、スマートフォン、SNSの爆発的な普及により、宣伝の在り方の進化、マーケティングやコミュニケーション方法の変化に対応すべく、全国5か所(東京本社・大阪・
1305,株式会社Ｊプロデュース,event,training,メディアなど各種広告を取り扱う総合広告会社としての機能を持つ。また、国際会議や展示会、イベントなどを支援する機能も持ち、この二つが主軸となる。訪日旅行者を対象にしたインバウンド施作や、ショッピン
1306,チモロ株式会社,event,training,個別指導塾の教室展開の支援を請け負う。また、自然体験イベントの企画や運営も行
1307,株式会社フタバロジコム,event,training,基軸の物流事業では、独自開発のネット物流システムによって受注から商品管理・出荷まで一元管理を行う。また集約配送することでコストダウンにつ
1308,株式会社熊本放送,event,training,TBSテレビ系列のRKKテレビの放送を行う。また、熊本県下全域にてRKKラジオの放送も手がける
1309,株式会社エイデック,event,training,読売テレビ放送株式会社のグループ会社で、テレビ放送のCGやテロップ・フリップ・データ放送・字幕の制
1310,株式会社コンサルティング・パートナーズ,event,training,「Best Partner」として、カップリングイベント「趣味コン」の運営を手掛けている。「卓球コン」「バ
1311,株式会社エフ・ジェイエンターテインメントワークス,event,training,商業施設「キャナルシティ博多」や「マリノアシティ福岡」などの運営および管理を行う。また、企業のセー
1312,株式会社楽天野球団,event,training,プロ野球チームの「楽天ゴールデンイーグルス」の運営およびその他関連事業を手掛ける。野球チームのグッズ販売と運営する野球場
1313,土佐くろしお鉄道株式会社,event,training,特急電車及び普通運行電車ならびにオープンデッキ型観光電車の運行を手掛ける。また、Web定期受付サービスや土日祝日フリーパス券の
1314,株式会社東京ビッグサイト,event,training,展示会などを行うコンベンション施設「東京ビッグサイト」の管理と運営を手掛ける。また、施設内で行われる[東京モータ
1315,株式会社西鉄エージェンシー,event,training,西日本鉄道の関連会社であり、Webサイト構築やプロモーションなを提供する。また、電車や駅等の交通広告や商業施設での大型媒体を
1316,株式会社くろちく,event,training,主に和雑貨や工芸品、インテリア雑貨などの製造・販売を行う。また、京町屋を利用した懐石料理屋とお土産物
1317,株式会社シーマ,event,training,博物館や企業・放送や教育・公共関連システム向けの、映像や音響・情報通信の設計から販売までの一切を行う。また、イベント
1318,丸喜運輸株式会社,event,training,トラックを中心とした運送事業および、札幌市内の一部地域における除雪作業を手掛ける。また、建設廃棄物の収集や運搬から中間処理ならびにリサイク
1319,株式会社テレビ東京ホールディングス,event,training,テレビ東京、BSジャパン、インターネット・モバイル事業のテレビ東京ブロードバンド（現 テレビ東京コミュニケーションズ）の3社の統合で認定持ち株会社に移行した、1964年に開局した民放キー局である。テレビ北海道、テレビ愛知、テレビ大阪、テレビせとうち、TVQ九州放送と全国６局でTXNネットワークを形成している。他のキー局と異なり、日本全国のネットは持っていない。
1320,福井太陽株式会社,event,training,太陽工業株式会社のグループ会社として、テント倉庫やフレキシブルコンテナなどをはじめとする膜構造物や膜関連製品の製造および販売を行う。
1321,株式会社サンマーク,event,training,「福岡めさーじゅ」「熊本Nasse」「北九州 Nasse」などオフィス登録型フリーペーパーの発行を行っている。また、Webサイト「ナッセナビ」による企
1322,株式会社Ｐ．Ｓ．Ｐ．,event,training,飲食店運営やパチンコホール店内カフェサービスおよびパチンコホール併設レストランの運営を行っている。その他にも、Webコンテンツや商品
1323,木下サーカス株式会社,event,training,日本全国や海外で、サーカス事業を手掛けている。主なショープログラムに、動物やオートバイのショーや空中
1324,有限会社アリガ・コーポレーション,event,training,ホテルや結構式場などにバンケットレセプタントの派遣などを行う。また、各種イベントやセレモニーなどの際
1325,株式会社よしもとプロダクツ,event,training,吉本興行グループにおける所属タレントの商品開発を行う。劇場併設直営店舗を運営
1326,株式会社タカラコーポレーション,event,training,スマートフォンの販売や代理店の運営、ネットワーク商品の販売取次業務を行う会社。また、訪問看護事業も手掛けている。法人向けには、
1327,アクティオ株式会社,event,training,指定管理者制度に基づき、公共施設におけるコンサルティングなどの業務受託を行う。また、展示会や地域活性イベントなどのイベン
1328,株式会社京都紅夢,event,training,着物の販売を行っている会社。小売業務だけでなく、着物のクリーニングや着付け教室、撮影スタジオの運営などの着物に関連
1329,ＪＲ九州エージェンシー株式会社,event,training,駅や電車内のポスターやデジタルサイネージのほか、新聞やテレビなどを通じた広告を制作している。顧客の要望に応じて市場調査を行い、Web
1330,株式会社井筒,event,training,1705年の創業以来、宗教関係用品の制作販売を行う。業務基盤は、大正時代から始まったカタログ通信販売。年1～数回、数種類のカタロ
1331,広研印刷株式会社,event,training,出版物や定期刊行物、冊子やポスターなどの印刷を請け負う会社。オフセット印刷や輪転印刷の他パッケージ印刷や特殊印刷、フォーム印刷などを
1332,株式会社ＴＯＲＩＣＯ,event,training,漫画に特化したWebサービスを展開しており、Web上で漫画が読める「漫画全巻ドットコム」や、漫画本が購入できる「まんが王」などがある。
1333,株式会社ユニオンアルファ,event,training,企業説明会やフェスティバル、式典などといった各種イベントのプロデュースを行っている会社である。企画から会
1334,株式会社ミュージッククラブ,event,training,プロジェクションマッピングやレーザーショーなどのイベントの演出、音響照明事業などを行う。また、テレビC
1335,株式会社東急エージェンシープロミックス,event,training,広告の立案から企画・運営及びキャラクターグッズなどのデザインなどを行う会社。また、東京ビッグサイトでの展示会やイベント、更には
1336,明治座舞台株式会社,event,training,舞台の場面展開をに伴う、劇場舞台の設備機構の運営や舞台装置を製作している。舞台装置から照明、音響、大道具
1337,森平舞台機構株式会社,event,training,照明や幕類などの吊物機構や奈落などの床機構など、舞台装置の製造から演出、施工および保守業までを一貫して行っ
1338,株式会社ジーズ・コーポレーション,event,training,NHKや各民法テレビ局の番組制作を行っている。番組編集者やADなどのスタッフ派遣にも対応するほか、取材や撮影で収録された素材のスクリプトやインタビューなどの書き起
1339,株式会社アートフリーク,event,training,企業が製品のプロモーションを行う際の展示ブースなどの空間プロデュースを手掛けており、企画・デザインから施工まで
1340,株式会社ＫＴＮソサエティ,event,training,テレビ番組やCM、広告やWebサイトなどの制作を行う。また、イベントの企画や運営、ビルメンテナンスも手掛ける
1341,株式会社ムラック,event,training,木工造作やサイングラフィック及びディスプレイシステムなどを活用し、展示会や各種イベントの空間製作を手掛けている。また、創立記念式
1342,株式会社ビッグウイング,event,training,羽田空港のターミナルビル「ビッグバード」において、広告の企画・管理など広告代理業を行う会社。またメインフロアにて企画
1343,株式会社フェローズ,event,training,主に映像やWeb、グラフィック並びにゲームなどのクリエイターを対象としたキャリアコンサルティングや仕事紹介、終業後の
1344,株式会社テレフイット,event,training,ドラマやバラエティといったテレビ番組や映画で使用する小道具および、美術装飾品の制作を手掛ける。椅子やテ
1345,セルプロモート株式会社,event,training,主にIT業界を対象に、求人広告や人材紹介および人事教育などを手掛ける。また、エンジニアの起業や営業支援および納税などのキャリアサポートにも対応。その他、PCやネットワーク機
1346,株式会社宣伝会議,event,training,主に、広告マーケティング専門誌「宣伝会議」や販売促進専門誌「販促会議」などの月刊誌を出版している。また、「コピーライター
1347,友愛サービス株式会社,event,training,成人式や起工式ならびに祭りなどのイベントの企画や会場設営を手掛け、資材のレンタルも行う。また、住宅の内外装や水回り設備のリフォーム、家屋やオフィスおよび貯
1348,株式会社イベント・トゥエンティ・ワン,event,training,日本だけでなく海外にも事業所を置き、広い商圏でイベント業務全般を行なっている会社である。各種催事や式典に加え、祭
1349,株式会社グッドフィールド,event,training,各種プロモーションの企画・立案から、場所や資材の手配・運営及びイベントスタッフ確保までのサービスを提供する会社。商業施設での太陽光発電等のセールスプ
1350,アオイスタジオ株式会社,event,training,主にCMや映画・テレビドラマやアニメなどの映像編集を行うポストプロダクションの会社。映像編集業務のほかにも音楽製作やタレ
1351,株式会社ローザ,event,training,展示会やイベント会場の設営や、マネキンの製造・リースを行っている。その他、即売会などで使うディスプレイ用の棚やラックなど什器の
1352,株式会社ライフ・トータルサービス,event,training,渋谷区を中心に訪問介護や居宅介護支援、福祉用具のレンタルや販売、住宅改修などの介護事業を行っている。家庭の掃
1353,株式会社マザーエンタテイメント,event,training,コンサートホール「STUDIO COAST」の運営を行う会社。アーティストのLIVEや企業によるイベント、PV撮影な
1354,東京印刷株式会社,event,training,ポスターやPOPおよび看板の印刷ならびにデザインなどを請け負う。また、Webページの制作やインターネット広告の作成ならび
1355,株式会社ｅ－スタッフ,event,training,労働者の派遣や職業の紹介、業務の請負などを手掛ける。また、宅地建物取引や建
1356,株式会社ヒューマンアロー,event,training,浜松市を中心に、セミナーやコンサートなどイベントの運営や人材派遣を行
1357,株式会社近藤プロダクション,event,training,宮城県仙台市を拠点に挙式構成や音楽選曲などウェディングプロデュースを手掛ける。また、企業パーティーやコンサートライブ等のイベ
1358,株式会社ティ・シー・シー,event,training,福祉施設や商業施設等の建築工事リノベーションや、商業施設の空間プロデュースなどを行っている。また、セレ
1359,日本海テレビジョン放送株式会社,event,training,鳥取県と島根県を放送地域として、日本テレビ系列のテレビ放送および関連事業などを行う。「鳥取
1360,株式会社開進堂楽器,event,training,富山県や石川県内に複数の店舗を構え、楽器の販売から楽器の弾き方を習うスクールまで手掛けている。また、楽天市場などにWebショ
1361,株式会社エイチジェイ,event,training,「女子高生ミスコン」「男子高生ミスターコン」などを企画・運営する会社である。ティーン層に特化したマーケティングに基づく広
1362,株式会社シー・エフ・ワイ,event,training,パチンコ店の折込チラシ制作や芸能人のイベント企画、CMなどの制作を手がけている。さらに、YoutubeなどのSNS広告やWebアプ
1363,株式会社バリュープラス,event,training,エンターテインメント業界を主としたコンタクトセンターや販促支援、Eコマース、イベントサポートを行う会社。また、CDやDVDの品質
1364,山隂中央テレビジヨン放送株式会社,event,training,鳥取県でフジテレビ系列のテレビ番組の放送やローカル番組の制作を行う。また、ライブシ
1365,株式会社アイビーシー岩手放送,event,training,岩手県内でのテレビやラジオの放送を行う。また、IBCイベントとして音楽や演劇などのイベントの開催を行っている
1366,株式会社日本総合音楽研究,event,training,マーチングや日本太鼓などの身体運動を伴う音楽の指導を中心に講師の派遣及び指導を行っている。加えて未満児向けの親子教室の運営も手掛ける。また出張
1367,株式会社デルフィス・ドライブ,event,training,国内外のイベントや展示会で、ブース作成や映像ツールの製作を行ったり、販売店や関係者向けに新商品研修会を企画運営する会社。モーターショーのブースコ
1368,株式会社名鈴社,event,training,結婚式の2次会や同窓会などの幹事代行や、イベントへの音楽家の派遣など、個人向けにイベントの企画や運営を行って
1369,福島テレビ株式会社,event,training,福島県で、フジテレビ系列の民間テレビジョン放送事業を行う。地域の情報を伝える番組「サタふく」などの番組制作のほか、「東日
1370,東芝デジタルフロンティア株式会社,event,training,放送番組・TVコマーシャルなどの映像制作や、企業の製品紹介などの映像制作を行う会社。また、展示会やイベン
1371,株式会社グリーン企画社,event,training,市民祭りやキャラクターショーなどのイベントの企画や運営などを手掛けている。また、イベント会場の屋外設営や屋内設営の他に
1372,株式会社Ｅ－Ｒｅｓｅａｒｃｈ,event,training,就活対策専門メディア「E-space」や、即戦力新卒人財育成サークル「Growing」の運営を手掛ける。また、法人向けの新卒採
1373,株式会社朝日メディアブレーン,event,training,テレビ番組やCM制作を中心に映像制作を行う。映像作品の企画および撮影、映像編集ならびに放送までの過程を一貫して行うのが特徴である。また、テレビ番
1374,株式会社テレビ新潟放送網,event,training,新潟でテレビ放送やその他放送事業を手掛ける。また、キー局の番組の製作や自主製作番組なども展開。その他
1375,株式会社東京スタッフ,event,training,ドラマや音楽番組、報道番組などといった多様なテレビ番組向けセットや、展示会やコンサートなどのイベントのセ
1376,持永木材株式会社,event,training,「宮崎杉」をメインに木材業の運営を手掛ける。また、自社工場を構え、CADで作成した図面データをもとにコンピュータが自動
1377,株式会社九州舞台,event,training,イベントに関する音響や照明、および映像の制作を行っている。また、学術大会などでの運営サポートや技術支援も行っている。舞台やホ
1378,株式会社フジノネ,event,training,観光土産品の企画から開発および販売などを行う。「熱海プリン」や「桜えびの舞」「茶都利」に「箱根銀のキャ
1379,株式会社キョードーマネージメントシステムズ,event,training,コンサートや演劇、スポーツイベントなどを企画・運営・営業するキョードー関西グループのマネジメントを行
1380,株式会社川越大樹,event,training,埼玉県川越市で朝日新聞の販売を行う会社。また、地域情
1381,株式会社五光,event,training,道の駅や商業施設、観光施設などのディスプレイの企画・制作や、開通式や記念式典、祭りなどイベントの企画を行う。
1382,株式会社ネコ・パブリッシング,event,training,車や鉄道をはじめ、サーフィン、アウトドアなどの雑誌・書籍を発行、販売している。また「ホビダス・マーケット」「SUSY」などの通信販売事業や、鎌倉の商業施設「材
1383,株式会社キョードー大阪,event,training,コンサート・演劇・スポーツイベント・美術展などを企画し運営・営業する。ジャニーズ事務所、アミューズ
1384,株式会社ＮＢＣソシア,event,training,学会やコンベンション等のイベントの企画や運営を行っている長崎県の企業である。他にラジオ番組の企画や
1385,琉球放送株式会社,event,training,沖縄県全域と鹿児島県の一部を対象に、JNN系列のテレビ番組を提供している。また、JRN系列のラジオ放送にも取り組んでおり、「RBCiラジオ
1386,株式会社アグリメディア,event,training,耕作放棄地や遊休地を活用し、サポート付き農園「シェア畑」などの運営をしている。また、遊べる農園や農業体験イベント、地元野菜を活用した飲食店なども展開。法人向
1387,松浦鉄道株式会社,event,training,長崎県佐世保市にて鉄道事業を手掛ける。MR-400形やMR-500形、およびMR-600形などの車両を保有している。ま
1388,株式会社東京放送ホールディングス,event,training,東京放送ホールディングスは、TBSグループでありTBSテレビをはじめとする35のグループ会社がある。放送事業を中核として、映像・文化、不動産事業を行っている。民放キー局の一角で、JNNネットを形成している。放送収入のほか、2008年3月にオープンした「赤坂サカス」も収益柱である。傘下のスタイリングライフH
1389,株式会社三光,event,training,コンサートやスポーツイベント、テレビ収録などの照明および音響の企画を行っている。また、学校行事などへの機材
1390,株式会社大谷楽器店,event,training,新品および中古のピアノをはじめ管楽器や弦楽器、ギターや和楽器などの楽器の販売や修理を行っている。また、楽譜や音楽教本、ピアニカなどの学校教材楽器のほか
1391,株式会社トップシーン,event,training,NHK「あさイチ」や「ためしてガッテン」などのテレビ番組のコンテンツの企画および番組制作を行っている。アジア地域を中心に海外での映像制作や
1392,南海リテールプランニング株式会社,event,training,南海電鉄グループの会社。主となる事業はショッピングモールなどのストリートに配置するプッシュカート（約一坪のワゴン什器）の商品
1393,株式会社ハートアンドブレーン,event,training,グラフィックデザインやチラシ制作、Webページ制作などを行っている。また、広告企画や電子書籍制作などの
1394,株式会社Ｋ．Ｅ．Ｇ,event,training,Webサイトのデザイン・制作及びコンサルティングや、ポスター・名刺など紙媒体の企画・デザイン及びDTPを行う。またイ
1395,株式会社内外出版社,event,training,「月刊自家用車」などのクルマやモーターサイクル雑誌の出版およびDVD映像の制作や販売を手掛ける。バスフィッシング専門誌
1396,株式会社しずおかオンライン,event,training,静岡に関する情報サイト「しずおかオンライン」や、ショップやイベントの情報を発信するスマホアプリ「まちぽスタンプ」などの運営を行う。また、女性
1397,株式会社テレニシコーチング,event,training,「店舗活性」いう意味を持つ「SA(セールスアクティベーション)業」という新しいジャンルを築き、広告事業やコンサルティ
1398,株式会社夢グループ,event,training,コンサートやカラオケ大会などのイベントの運営や企画を行う。また、タレントプロダクションの運営も行う
1399,有限会社ノバック,event,training,プールライフガード事業やスクール事業、イベントの企画から運営などを行っている会社。ビーチライフガード事業やスイ
1400,株式会社アステム,event,test,イベント企画・制作のトータルプロデュースを主に行っている。また字幕制作や映像制作業務を手
1401,株式会社神戸新聞事業社,event,test,新聞やテレビ、ラジオ等のマス媒体の企画および製作を中心にセールスプロモーション企画などを行う。また、Webサイトやモバイルサイト等の制作と運用
1402,株式会社キョードー,event,test,キョードー関西グループの一つである。コンサートや演劇やミュージカル、また落語やスポーツイベント、および美術展などの各種
